Personality,agentType,nrPlayers,nrCrazyInvestors,nrHighRollerInvestors,nrNormalInvestors,nrSafeBetterInvestors,nrCrazyManagers,nrHighRollerManagers,nrNormalManagers,nrSafeBetterManagers,nrCompanies,nrBlueCompanies,nrGreenCompanies,nrYellowCompanies,nrRedCompanies,finalCapital,winner
Crazy,manager,6,2,0,0,1,1,1,0,1,4,0,3,0,1,270,false
SafeBetter,investor,6,0,0,2,1,0,2,1,0,6,1,0,3,2,65,true
Normal,investor,6,0,0,2,1,0,2,1,0,6,1,0,3,2,55,false
Normal,investor,6,0,0,2,1,0,2,1,0,6,1,0,3,2,55,false
HighRoller,manager,6,0,0,2,1,0,2,1,0,6,1,0,3,2,275,true
HighRoller,manager,6,0,0,2,1,0,2,1,0,6,1,0,3,2,200,false
Normal,manager,6,0,0,2,1,0,2,1,0,6,1,0,3,2,50,false
SafeBetter,investor,6,0,1,0,2,1,0,2,0,8,1,2,2,3,225,true
HighRoller,investor,6,0,1,0,2,1,0,2,0,8,1,2,2,3,-15,false
SafeBetter,investor,6,0,1,0,2,1,0,2,0,8,1,2,2,3,175,false
Crazy,manager,6,0,1,0,2,1,0,2,0,8,1,2,2,3,590,false
Normal,manager,6,0,1,0,2,1,0,2,0,8,1,2,2,3,515,false
Normal,manager,6,0,1,0,2,1,0,2,0,8,1,2,2,3,620,true
SafeBetter,investor,6,1,0,0,2,0,1,1,1,6,3,0,1,2,235,true
Crazy,investor,6,1,0,0,2,0,1,1,1,6,3,0,1,2,120,false
SafeBetter,investor,6,1,0,0,2,0,1,1,1,6,3,0,1,2,180,false
HighRoller,manager,6,1,0,0,2,0,1,1,1,6,3,0,1,2,300,false
Normal,manager,6,1,0,0,2,0,1,1,1,6,3,0,1,2,150,false
SafeBetter,manager,6,1,0,0,2,0,1,1,1,6,3,0,1,2,315,true
HighRoller,investor,6,1,2,0,0,0,0,1,2,3,0,1,1,1,0,true
Crazy,investor,6,1,2,0,0,0,0,1,2,3,0,1,1,1,0,true
HighRoller,investor,6,1,2,0,0,0,0,1,2,3,0,1,1,1,0,true
SafeBetter,manager,6,1,2,0,0,0,0,1,2,3,0,1,1,1,90,true
SafeBetter,manager,6,1,2,0,0,0,0,1,2,3,0,1,1,1,90,true
Normal,manager,6,1,2,0,0,0,0,1,2,3,0,1,1,1,90,true
Crazy,investor,6,1,1,1,0,1,0,1,1,3,1,1,1,0,455,true
Normal,investor,6,1,1,1,0,1,0,1,1,3,1,1,1,0,355,false
HighRoller,investor,6,1,1,1,0,1,0,1,1,3,1,1,1,0,355,false
SafeBetter,manager,6,1,1,1,0,1,0,1,1,3,1,1,1,0,185,false
Normal,manager,6,1,1,1,0,1,0,1,1,3,1,1,1,0,485,true
Crazy,manager,6,1,1,1,0,1,0,1,1,3,1,1,1,0,185,false
SafeBetter,investor,6,0,0,0,3,0,2,1,0,6,2,1,1,2,435,true
SafeBetter,investor,6,0,0,0,3,0,2,1,0,6,2,1,1,2,375,false
SafeBetter,investor,6,0,0,0,3,0,2,1,0,6,2,1,1,2,385,false
Normal,manager,6,0,0,0,3,0,2,1,0,6,2,1,1,2,415,false
HighRoller,manager,6,0,0,0,3,0,2,1,0,6,2,1,1,2,490,false
HighRoller,manager,6,0,0,0,3,0,2,1,0,6,2,1,1,2,640,true
HighRoller,investor,6,0,1,0,2,1,0,1,1,6,2,1,2,1,185,false
SafeBetter,investor,6,0,1,0,2,1,0,1,1,6,2,1,2,1,270,true
SafeBetter,investor,6,0,1,0,2,1,0,1,1,6,2,1,2,1,165,false
Normal,manager,6,0,1,0,2,1,0,1,1,6,2,1,2,1,700,true
SafeBetter,manager,6,0,1,0,2,1,0,1,1,6,2,1,2,1,400,false
Crazy,manager,6,0,1,0,2,1,0,1,1,6,2,1,2,1,400,false
Normal,investor,6,0,1,1,1,2,1,0,0,7,0,3,3,1,205,false
HighRoller,investor,6,0,1,1,1,2,1,0,0,7,0,3,3,1,90,false
SafeBetter,investor,6,0,1,1,1,2,1,0,0,7,0,3,3,1,225,true
Crazy,manager,6,0,1,1,1,2,1,0,0,7,0,3,3,1,420,true
Crazy,manager,6,0,1,1,1,2,1,0,0,7,0,3,3,1,330,false
HighRoller,manager,6,0,1,1,1,2,1,0,0,7,0,3,3,1,180,false
SafeBetter,investor,6,0,1,0,2,0,1,2,0,2,2,0,0,0,295,true
SafeBetter,investor,6,0,1,0,2,0,1,2,0,2,2,0,0,0,270,false
HighRoller,investor,6,0,1,0,2,0,1,2,0,2,2,0,0,0,295,true
HighRoller,manager,6,0,1,0,2,0,1,2,0,2,2,0,0,0,400,true
Normal,manager,6,0,1,0,2,0,1,2,0,2,2,0,0,0,100,false
Normal,manager,6,0,1,0,2,0,1,2,0,2,2,0,0,0,100,false
SafeBetter,investor,6,1,0,0,2,0,0,1,2,5,2,0,2,1,170,true
SafeBetter,investor,6,1,0,0,2,0,0,1,2,5,2,0,2,1,170,true
Crazy,investor,6,1,0,0,2,0,0,1,2,5,2,0,2,1,170,true
SafeBetter,manager,6,1,0,0,2,0,0,1,2,5,2,0,2,1,250,true
Normal,manager,6,1,0,0,2,0,0,1,2,5,2,0,2,1,250,true
SafeBetter,manager,6,1,0,0,2,0,0,1,2,5,2,0,2,1,250,true
Normal,investor,6,0,0,3,0,1,1,1,0,6,0,3,3,0,400,true
Normal,investor,6,0,0,3,0,1,1,1,0,6,0,3,3,0,400,true
Normal,investor,6,0,0,3,0,1,1,1,0,6,0,3,3,0,400,true
HighRoller,manager,6,0,0,3,0,1,1,1,0,6,0,3,3,0,630,true
Crazy,manager,6,0,0,3,0,1,1,1,0,6,0,3,3,0,405,false
Normal,manager,6,0,0,3,0,1,1,1,0,6,0,3,3,0,405,false
SafeBetter,investor,6,0,0,2,1,1,0,1,1,7,1,2,2,2,470,true
Normal,investor,6,0,0,2,1,1,0,1,1,7,1,2,2,2,285,false
Normal,investor,6,0,0,2,1,1,0,1,1,7,1,2,2,2,395,false
SafeBetter,manager,6,0,0,2,1,1,0,1,1,7,1,2,2,2,500,false
Normal,manager,6,0,0,2,1,1,0,1,1,7,1,2,2,2,800,true
Crazy,manager,6,0,0,2,1,1,0,1,1,7,1,2,2,2,500,false
HighRoller,investor,6,1,2,0,0,0,0,1,2,4,1,1,2,0,510,false
HighRoller,investor,6,1,2,0,0,0,0,1,2,4,1,1,2,0,640,true
Crazy,investor,6,1,2,0,0,0,0,1,2,4,1,1,2,0,120,false
SafeBetter,manager,6,1,2,0,0,0,0,1,2,4,1,1,2,0,210,false
SafeBetter,manager,6,1,2,0,0,0,0,1,2,4,1,1,2,0,210,false
Normal,manager,6,1,2,0,0,0,0,1,2,4,1,1,2,0,510,true
HighRoller,investor,6,0,2,1,0,1,1,1,0,4,3,0,0,1,180,false
Normal,investor,6,0,2,1,0,1,1,1,0,4,3,0,0,1,195,true
HighRoller,investor,6,0,2,1,0,1,1,1,0,4,3,0,0,1,165,false
HighRoller,manager,6,0,2,1,0,1,1,1,0,4,3,0,0,1,390,true
Crazy,manager,6,0,2,1,0,1,1,1,0,4,3,0,0,1,90,false
Normal,manager,6,0,2,1,0,1,1,1,0,4,3,0,0,1,90,false
HighRoller,investor,6,0,2,0,1,0,0,2,1,3,2,0,1,0,80,false
HighRoller,investor,6,0,2,0,1,0,0,2,1,3,2,0,1,0,110,false
SafeBetter,investor,6,0,2,0,1,0,0,2,1,3,2,0,1,0,305,true
Normal,manager,6,0,2,0,1,0,0,2,1,3,2,0,1,0,325,true
Normal,manager,6,0,2,0,1,0,0,2,1,3,2,0,1,0,325,true
SafeBetter,manager,6,0,2,0,1,0,0,2,1,3,2,0,1,0,125,false
Crazy,investor,6,1,1,0,1,0,1,0,2,6,3,2,1,0,570,false
SafeBetter,investor,6,1,1,0,1,0,1,0,2,6,3,2,1,0,475,false
HighRoller,investor,6,1,1,0,1,0,1,0,2,6,3,2,1,0,700,true
HighRoller,manager,6,1,1,0,1,0,1,0,2,6,3,2,1,0,645,true
SafeBetter,manager,6,1,1,0,1,0,1,0,2,6,3,2,1,0,345,false
SafeBetter,manager,6,1,1,0,1,0,1,0,2,6,3,2,1,0,345,false
Normal,investor,6,0,2,1,0,1,1,1,0,8,0,2,3,3,-10,false
HighRoller,investor,6,0,2,1,0,1,1,1,0,8,0,2,3,3,140,true
HighRoller,investor,6,0,2,1,0,1,1,1,0,8,0,2,3,3,140,true
HighRoller,manager,6,0,2,1,0,1,1,1,0,8,0,2,3,3,240,false
Crazy,manager,6,0,2,1,0,1,1,1,0,8,0,2,3,3,270,true
Normal,manager,6,0,2,1,0,1,1,1,0,8,0,2,3,3,180,false
HighRoller,investor,6,0,1,1,1,1,0,0,2,5,3,1,0,1,60,false
SafeBetter,investor,6,0,1,1,1,1,0,0,2,5,3,1,0,1,315,true
Normal,investor,6,0,1,1,1,1,0,0,2,5,3,1,0,1,130,false
SafeBetter,manager,6,0,1,1,1,1,0,0,2,5,3,1,0,1,450,true
Crazy,manager,6,0,1,1,1,1,0,0,2,5,3,1,0,1,250,false
SafeBetter,manager,6,0,1,1,1,1,0,0,2,5,3,1,0,1,375,false
HighRoller,investor,6,1,1,1,0,1,1,0,1,8,2,1,2,3,180,false
Crazy,investor,6,1,1,1,0,1,1,0,1,8,2,1,2,3,425,true
Normal,investor,6,1,1,1,0,1,1,0,1,8,2,1,2,3,250,false
SafeBetter,manager,6,1,1,1,0,1,1,0,1,8,2,1,2,3,310,false
Crazy,manager,6,1,1,1,0,1,1,0,1,8,2,1,2,3,580,true
HighRoller,manager,6,1,1,1,0,1,1,0,1,8,2,1,2,3,415,false
HighRoller,investor,6,1,1,0,1,1,1,0,1,10,1,3,3,3,265,false
Crazy,investor,6,1,1,0,1,1,1,0,1,10,1,3,3,3,520,false
SafeBetter,investor,6,1,1,0,1,1,1,0,1,10,1,3,3,3,585,true
SafeBetter,manager,6,1,1,0,1,1,1,0,1,10,1,3,3,3,545,true
Crazy,manager,6,1,1,0,1,1,1,0,1,10,1,3,3,3,485,false
HighRoller,manager,6,1,1,0,1,1,1,0,1,10,1,3,3,3,530,false
HighRoller,investor,6,0,3,0,0,1,1,0,1,7,1,3,3,0,190,false
HighRoller,investor,6,0,3,0,0,1,1,0,1,7,1,3,3,0,285,true
HighRoller,investor,6,0,3,0,0,1,1,0,1,7,1,3,3,0,250,false
SafeBetter,manager,6,0,3,0,0,1,1,0,1,7,1,3,3,0,345,false
HighRoller,manager,6,0,3,0,0,1,1,0,1,7,1,3,3,0,375,true
Crazy,manager,6,0,3,0,0,1,1,0,1,7,1,3,3,0,285,false
HighRoller,investor,6,0,1,1,1,0,2,0,1,5,1,1,0,3,110,false
SafeBetter,investor,6,0,1,1,1,0,2,0,1,5,1,1,0,3,540,true
Normal,investor,6,0,1,1,1,0,2,0,1,5,1,1,0,3,410,false
HighRoller,manager,6,0,1,1,1,0,2,0,1,5,1,1,0,3,335,false
SafeBetter,manager,6,0,1,1,1,0,2,0,1,5,1,1,0,3,380,false
HighRoller,manager,6,0,1,1,1,0,2,0,1,5,1,1,0,3,455,true
HighRoller,investor,6,0,2,1,0,2,0,1,0,6,2,1,2,1,5,false
HighRoller,investor,6,0,2,1,0,2,0,1,0,6,2,1,2,1,-30,false
Normal,investor,6,0,2,1,0,2,0,1,0,6,2,1,2,1,70,true
Crazy,manager,6,0,2,1,0,2,0,1,0,6,2,1,2,1,225,true
Crazy,manager,6,0,2,1,0,2,0,1,0,6,2,1,2,1,150,false
Normal,manager,6,0,2,1,0,2,0,1,0,6,2,1,2,1,150,false
HighRoller,investor,6,2,1,0,0,1,0,2,0,10,3,3,2,2,-55,false
Crazy,investor,6,2,1,0,0,1,0,2,0,10,3,3,2,2,340,true
Crazy,investor,6,2,1,0,0,1,0,2,0,10,3,3,2,2,120,false
Normal,manager,6,2,1,0,0,1,0,2,0,10,3,3,2,2,240,true
Normal,manager,6,2,1,0,0,1,0,2,0,10,3,3,2,2,240,true
Crazy,manager,6,2,1,0,0,1,0,2,0,10,3,3,2,2,225,false
Crazy,investor,6,1,1,0,1,1,0,0,2,2,0,0,2,0,520,true
HighRoller,investor,6,1,1,0,1,1,0,0,2,2,0,0,2,0,410,false
SafeBetter,investor,6,1,1,0,1,1,0,0,2,2,0,0,2,0,460,false
Crazy,manager,6,1,1,0,1,1,0,0,2,2,0,0,2,0,150,false
SafeBetter,manager,6,1,1,0,1,1,0,0,2,2,0,0,2,0,300,true
SafeBetter,manager,6,1,1,0,1,1,0,0,2,2,0,0,2,0,300,true
Crazy,investor,6,1,0,0,2,1,1,0,1,1,0,0,1,0,120,true
SafeBetter,investor,6,1,0,0,2,1,1,0,1,1,0,0,1,0,45,false
SafeBetter,investor,6,1,0,0,2,1,1,0,1,1,0,0,1,0,45,false
Crazy,manager,6,1,0,0,2,1,1,0,1,1,0,0,1,0,75,true
SafeBetter,manager,6,1,0,0,2,1,1,0,1,1,0,0,1,0,75,true
HighRoller,manager,6,1,0,0,2,1,1,0,1,1,0,0,1,0,0,false
HighRoller,investor,6,0,1,1,1,0,2,0,1,9,3,2,2,2,525,true
SafeBetter,investor,6,0,1,1,1,0,2,0,1,9,3,2,2,2,170,false
Normal,investor,6,0,1,1,1,0,2,0,1,9,3,2,2,2,165,false
SafeBetter,manager,6,0,1,1,1,0,2,0,1,9,3,2,2,2,295,false
HighRoller,manager,6,0,1,1,1,0,2,0,1,9,3,2,2,2,525,false
HighRoller,manager,6,0,1,1,1,0,2,0,1,9,3,2,2,2,600,true
Normal,investor,6,1,0,1,1,1,0,2,0,8,3,0,3,2,65,false
Crazy,investor,6,1,0,1,1,1,0,2,0,8,3,0,3,2,45,false
SafeBetter,investor,6,1,0,1,1,1,0,2,0,8,3,0,3,2,130,true
Crazy,manager,6,1,0,1,1,1,0,2,0,8,3,0,3,2,225,false
Normal,manager,6,1,0,1,1,1,0,2,0,8,3,0,3,2,300,true
Normal,manager,6,1,0,1,1,1,0,2,0,8,3,0,3,2,225,false
Normal,investor,6,0,1,2,0,0,1,1,1,6,3,1,2,0,400,false
Normal,investor,6,0,1,2,0,0,1,1,1,6,3,1,2,0,270,false
HighRoller,investor,6,0,1,2,0,0,1,1,1,6,3,1,2,0,580,true
Normal,manager,6,0,1,2,0,0,1,1,1,6,3,1,2,0,210,false
SafeBetter,manager,6,0,1,2,0,0,1,1,1,6,3,1,2,0,210,false
HighRoller,manager,6,0,1,2,0,0,1,1,1,6,3,1,2,0,510,true
SafeBetter,investor,6,0,0,2,1,2,0,1,0,5,0,3,0,2,30,true
Normal,investor,6,0,0,2,1,2,0,1,0,5,0,3,0,2,30,true
Normal,investor,6,0,0,2,1,2,0,1,0,5,0,3,0,2,30,true
Crazy,manager,6,0,0,2,1,2,0,1,0,5,0,3,0,2,120,true
Normal,manager,6,0,0,2,1,2,0,1,0,5,0,3,0,2,120,true
Crazy,manager,6,0,0,2,1,2,0,1,0,5,0,3,0,2,120,true
HighRoller,investor,6,0,1,1,1,1,0,1,1,4,0,3,1,0,580,true
Normal,investor,6,0,1,1,1,1,0,1,1,4,0,3,1,0,280,false
SafeBetter,investor,6,0,1,1,1,1,0,1,1,4,0,3,1,0,235,false
SafeBetter,manager,6,0,1,1,1,1,0,1,1,4,0,3,1,0,255,false
Normal,manager,6,0,1,1,1,1,0,1,1,4,0,3,1,0,555,true
Crazy,manager,6,0,1,1,1,1,0,1,1,4,0,3,1,0,255,false
SafeBetter,investor,6,0,0,1,2,0,2,1,0,7,1,1,2,3,115,false
SafeBetter,investor,6,0,0,1,2,0,2,1,0,7,1,1,2,3,120,true
Normal,investor,6,0,0,1,2,0,2,1,0,7,1,1,2,3,60,false
HighRoller,manager,6,0,0,1,2,0,2,1,0,7,1,1,2,3,335,true
Normal,manager,6,0,0,1,2,0,2,1,0,7,1,1,2,3,260,false
HighRoller,manager,6,0,0,1,2,0,2,1,0,7,1,1,2,3,260,false
HighRoller,investor,6,0,2,1,0,0,1,2,0,9,2,2,2,3,635,false
HighRoller,investor,6,0,2,1,0,0,1,2,0,9,2,2,2,3,695,true
Normal,investor,6,0,2,1,0,0,1,2,0,9,2,2,2,3,670,false
HighRoller,manager,6,0,2,1,0,0,1,2,0,9,2,2,2,3,840,true
Normal,manager,6,0,2,1,0,0,1,2,0,9,2,2,2,3,540,false
Normal,manager,6,0,2,1,0,0,1,2,0,9,2,2,2,3,540,false
Crazy,investor,6,1,0,0,2,1,0,0,2,7,1,1,2,3,35,false
SafeBetter,investor,6,1,0,0,2,1,0,0,2,7,1,1,2,3,160,true
SafeBetter,investor,6,1,0,0,2,1,0,0,2,7,1,1,2,3,80,false
Crazy,manager,6,1,0,0,2,1,0,0,2,7,1,1,2,3,260,false
SafeBetter,manager,6,1,0,0,2,1,0,0,2,7,1,1,2,3,410,false
SafeBetter,manager,6,1,0,0,2,1,0,0,2,7,1,1,2,3,425,true
HighRoller,investor,6,1,2,0,0,1,0,2,0,5,0,3,0,2,410,false
HighRoller,investor,6,1,2,0,0,1,0,2,0,5,0,3,0,2,445,true
Crazy,investor,6,1,2,0,0,1,0,2,0,5,0,3,0,2,120,false
Crazy,manager,6,1,2,0,0,1,0,2,0,5,0,3,0,2,360,false
Normal,manager,6,1,2,0,0,1,0,2,0,5,0,3,0,2,225,false
Normal,manager,6,1,2,0,0,1,0,2,0,5,0,3,0,2,390,true
SafeBetter,investor,6,0,0,0,3,0,2,0,1,3,0,1,2,0,475,true
SafeBetter,investor,6,0,0,0,3,0,2,0,1,3,0,1,2,0,460,false
SafeBetter,investor,6,0,0,0,3,0,2,0,1,3,0,1,2,0,475,true
HighRoller,manager,6,0,0,0,3,0,2,0,1,3,0,1,2,0,510,true
SafeBetter,manager,6,0,0,0,3,0,2,0,1,3,0,1,2,0,210,false
HighRoller,manager,6,0,0,0,3,0,2,0,1,3,0,1,2,0,210,false
SafeBetter,investor,6,1,1,0,1,1,2,0,0,6,1,3,2,0,390,true
HighRoller,investor,6,1,1,0,1,1,2,0,0,6,1,3,2,0,95,false
Crazy,investor,6,1,1,0,1,1,2,0,0,6,1,3,2,0,95,false
HighRoller,manager,6,1,1,0,1,1,2,0,0,6,1,3,2,0,455,true
HighRoller,manager,6,1,1,0,1,1,2,0,0,6,1,3,2,0,245,false
Crazy,manager,6,1,1,0,1,1,2,0,0,6,1,3,2,0,380,false
SafeBetter,investor,6,0,0,2,1,0,1,1,1,8,3,3,1,1,555,false
Normal,investor,6,0,0,2,1,0,1,1,1,8,3,3,1,1,655,false
Normal,investor,6,0,0,2,1,0,1,1,1,8,3,3,1,1,715,true
HighRoller,manager,6,0,0,2,1,0,1,1,1,8,3,3,1,1,795,true
Normal,manager,6,0,0,2,1,0,1,1,1,8,3,3,1,1,495,false
SafeBetter,manager,6,0,0,2,1,0,1,1,1,8,3,3,1,1,495,false
Normal,investor,6,0,2,1,0,0,2,0,1,4,1,2,1,0,150,true
HighRoller,investor,6,0,2,1,0,0,2,0,1,4,1,2,1,0,70,false
HighRoller,investor,6,0,2,1,0,0,2,0,1,4,1,2,1,0,110,false
SafeBetter,manager,6,0,2,1,0,0,2,0,1,4,1,2,1,0,195,false
HighRoller,manager,6,0,2,1,0,0,2,0,1,4,1,2,1,0,270,false
HighRoller,manager,6,0,2,1,0,0,2,0,1,4,1,2,1,0,345,true
Crazy,investor,6,2,1,0,0,0,1,0,2,6,2,2,0,2,120,false
Crazy,investor,6,2,1,0,0,0,1,0,2,6,2,2,0,2,130,true
HighRoller,investor,6,2,1,0,0,0,1,0,2,6,2,2,0,2,40,false
SafeBetter,manager,6,2,1,0,0,0,1,0,2,6,2,2,0,2,220,false
HighRoller,manager,6,2,1,0,0,0,1,0,2,6,2,2,0,2,250,true
SafeBetter,manager,6,2,1,0,0,0,1,0,2,6,2,2,0,2,100,false
HighRoller,investor,6,0,3,0,0,0,2,0,1,10,3,2,2,3,175,true
HighRoller,investor,6,0,3,0,0,0,2,0,1,10,3,2,2,3,175,true
HighRoller,investor,6,0,3,0,0,0,2,0,1,10,3,2,2,3,175,true
HighRoller,manager,6,0,3,0,0,0,2,0,1,10,3,2,2,3,405,true
SafeBetter,manager,6,0,3,0,0,0,2,0,1,10,3,2,2,3,405,true
HighRoller,manager,6,0,3,0,0,0,2,0,1,10,3,2,2,3,405,true
Crazy,investor,6,1,1,1,0,0,0,1,2,5,2,0,3,0,380,false
Normal,investor,6,1,1,1,0,0,0,1,2,5,2,0,3,0,735,true
HighRoller,investor,6,1,1,1,0,0,0,1,2,5,2,0,3,0,660,false
Normal,manager,6,1,1,1,0,0,0,1,2,5,2,0,3,0,625,true
SafeBetter,manager,6,1,1,1,0,0,0,1,2,5,2,0,3,0,325,false
SafeBetter,manager,6,1,1,1,0,0,0,1,2,5,2,0,3,0,325,false
SafeBetter,investor,6,0,0,1,2,0,1,0,2,5,1,1,2,1,160,true
SafeBetter,investor,6,0,0,1,2,0,1,0,2,5,1,1,2,1,105,false
Normal,investor,6,0,0,1,2,0,1,0,2,5,1,1,2,1,110,false
SafeBetter,manager,6,0,0,1,2,0,1,0,2,5,1,1,2,1,350,false
SafeBetter,manager,6,0,0,1,2,0,1,0,2,5,1,1,2,1,350,false
HighRoller,manager,6,0,0,1,2,0,1,0,2,5,1,1,2,1,485,true
Crazy,investor,6,1,0,0,2,1,1,1,0,6,2,2,2,0,240,false
SafeBetter,investor,6,1,0,0,2,1,1,1,0,6,2,2,2,0,325,true
SafeBetter,investor,6,1,0,0,2,1,1,1,0,6,2,2,2,0,325,true
Normal,manager,6,1,0,0,2,1,1,1,0,6,2,2,2,0,370,false
Crazy,manager,6,1,0,0,2,1,1,1,0,6,2,2,2,0,370,false
HighRoller,manager,6,1,0,0,2,1,1,1,0,6,2,2,2,0,670,true
HighRoller,investor,6,1,2,0,0,1,1,1,0,7,2,1,2,2,20,false
HighRoller,investor,6,1,2,0,0,1,1,1,0,7,2,1,2,2,20,false
Crazy,investor,6,1,2,0,0,1,1,1,0,7,2,1,2,2,580,true
Crazy,manager,6,1,2,0,0,1,1,1,0,7,2,1,2,2,160,false
Normal,manager,6,1,2,0,0,1,1,1,0,7,2,1,2,2,250,true
HighRoller,manager,6,1,2,0,0,1,1,1,0,7,2,1,2,2,250,true
SafeBetter,investor,6,0,0,1,2,1,0,0,2,8,1,2,3,2,245,false
Normal,investor,6,0,0,1,2,1,0,0,2,8,1,2,3,2,275,true
SafeBetter,investor,6,0,0,1,2,1,0,0,2,8,1,2,3,2,215,false
SafeBetter,manager,6,0,0,1,2,1,0,0,2,8,1,2,3,2,560,false
SafeBetter,manager,6,0,0,1,2,1,0,0,2,8,1,2,3,2,620,true
Crazy,manager,6,0,0,1,2,1,0,0,2,8,1,2,3,2,575,false
HighRoller,investor,6,1,1,1,0,0,1,2,0,6,3,2,1,0,190,false
Normal,investor,6,1,1,1,0,0,1,2,0,6,3,2,1,0,400,true
Crazy,investor,6,1,1,1,0,0,1,2,0,6,3,2,1,0,120,false
HighRoller,manager,6,1,1,1,0,0,1,2,0,6,3,2,1,0,420,true
Normal,manager,6,1,1,1,0,0,1,2,0,6,3,2,1,0,195,false
Normal,manager,6,1,1,1,0,0,1,2,0,6,3,2,1,0,135,false
HighRoller,investor,6,0,1,2,0,1,0,1,1,7,1,3,3,0,-45,false
Normal,investor,6,0,1,2,0,1,0,1,1,7,1,3,3,0,115,false
Normal,investor,6,0,1,2,0,1,0,1,1,7,1,3,3,0,170,true
SafeBetter,manager,6,0,1,2,0,1,0,1,1,7,1,3,3,0,255,false
Normal,manager,6,0,1,2,0,1,0,1,1,7,1,3,3,0,330,true
Crazy,manager,6,0,1,2,0,1,0,1,1,7,1,3,3,0,255,false
HighRoller,investor,6,0,1,1,1,1,1,1,0,5,2,1,0,2,-20,false
Normal,investor,6,0,1,1,1,1,1,1,0,5,2,1,0,2,435,true
SafeBetter,investor,6,0,1,1,1,1,1,1,0,5,2,1,0,2,120,false
HighRoller,manager,6,0,1,1,1,1,1,1,0,5,2,1,0,2,385,true
Normal,manager,6,0,1,1,1,1,1,1,0,5,2,1,0,2,340,false
Crazy,manager,6,0,1,1,1,1,1,1,0,5,2,1,0,2,250,false
Crazy,investor,6,2,0,0,1,0,2,1,0,6,3,0,0,3,150,false
Crazy,investor,6,2,0,0,1,0,2,1,0,6,3,0,0,3,120,false
SafeBetter,investor,6,2,0,0,1,0,2,1,0,6,3,0,0,3,195,true
HighRoller,manager,6,2,0,0,1,0,2,1,0,6,3,0,0,3,300,false
Normal,manager,6,2,0,0,1,0,2,1,0,6,3,0,0,3,240,false
HighRoller,manager,6,2,0,0,1,0,2,1,0,6,3,0,0,3,405,true
Crazy,investor,6,1,0,0,2,1,1,0,1,6,0,1,3,2,135,false
SafeBetter,investor,6,1,0,0,2,1,1,0,1,6,0,1,3,2,250,false
SafeBetter,investor,6,1,0,0,2,1,1,0,1,6,0,1,3,2,380,true
HighRoller,manager,6,1,0,0,2,1,1,0,1,6,0,1,3,2,585,true
Crazy,manager,6,1,0,0,2,1,1,0,1,6,0,1,3,2,465,false
SafeBetter,manager,6,1,0,0,2,1,1,0,1,6,0,1,3,2,465,false
Normal,investor,6,0,2,1,0,0,0,1,2,5,0,3,0,2,70,true
HighRoller,investor,6,0,2,1,0,0,0,1,2,5,0,3,0,2,-105,false
HighRoller,investor,6,0,2,1,0,0,0,1,2,5,0,3,0,2,-30,false
Normal,manager,6,0,2,1,0,0,0,1,2,5,0,3,0,2,165,true
SafeBetter,manager,6,0,2,1,0,0,0,1,2,5,0,3,0,2,120,false
SafeBetter,manager,6,0,2,1,0,0,0,1,2,5,0,3,0,2,150,false
Crazy,investor,6,2,0,1,0,1,0,2,0,6,1,3,2,0,660,true
Normal,investor,6,2,0,1,0,1,0,2,0,6,1,3,2,0,495,false
Crazy,investor,6,2,0,1,0,1,0,2,0,6,1,3,2,0,250,false
Normal,manager,6,2,0,1,0,1,0,2,0,6,1,3,2,0,455,false
Normal,manager,6,2,0,1,0,1,0,2,0,6,1,3,2,0,530,true
Crazy,manager,6,2,0,1,0,1,0,2,0,6,1,3,2,0,380,false
SafeBetter,investor,6,1,1,0,1,0,2,1,0,6,0,3,3,0,50,false
HighRoller,investor,6,1,1,0,1,0,2,1,0,6,0,3,3,0,140,true
Crazy,investor,6,1,1,0,1,0,2,1,0,6,0,3,3,0,140,true
HighRoller,manager,6,1,1,0,1,0,2,1,0,6,0,3,3,0,135,false
HighRoller,manager,6,1,1,0,1,0,2,1,0,6,0,3,3,0,135,false
Normal,manager,6,1,1,0,1,0,2,1,0,6,0,3,3,0,270,true
Crazy,investor,6,1,0,0,2,1,1,1,0,8,2,3,2,1,135,false
SafeBetter,investor,6,1,0,0,2,1,1,1,0,8,2,3,2,1,345,true
SafeBetter,investor,6,1,0,0,2,1,1,1,0,8,2,3,2,1,345,true
Normal,manager,6,1,0,0,2,1,1,1,0,8,2,3,2,1,355,false
HighRoller,manager,6,1,0,0,2,1,1,1,0,8,2,3,2,1,430,true
Crazy,manager,6,1,0,0,2,1,1,1,0,8,2,3,2,1,370,false
SafeBetter,investor,6,0,1,0,2,1,2,0,0,7,1,3,2,1,45,false
SafeBetter,investor,6,0,1,0,2,1,2,0,0,7,1,3,2,1,60,true
HighRoller,investor,6,0,1,0,2,1,2,0,0,7,1,3,2,1,45,false
Crazy,manager,6,0,1,0,2,1,2,0,0,7,1,3,2,1,380,false
HighRoller,manager,6,0,1,0,2,1,2,0,0,7,1,3,2,1,395,false
HighRoller,manager,6,0,1,0,2,1,2,0,0,7,1,3,2,1,455,true
Normal,investor,6,0,0,1,2,1,0,0,2,3,1,1,0,1,235,false
SafeBetter,investor,6,0,0,1,2,1,0,0,2,3,1,1,0,1,340,false
SafeBetter,investor,6,0,0,1,2,1,0,0,2,3,1,1,0,1,355,true
