Personality,agentType,nrPlayers,nrCrazyInvestors,nrHighRollerInvestors,nrNormalInvestors,nrSafeBetterInvestors,nrCrazyManagers,nrHighRollerManagers,nrNormalManagers,nrSafeBetterManagers,nrCompanies,nrBlueCompanies,nrGreenCompanies,nrYellowCompanies,nrRedCompanies,finalCapital,winner
Normal,investor,6,0,0,1,2,1,0,2,0,3,2,1,0,0,365,true
Crazy,manager,6,0,0,1,2,1,0,2,0,3,2,1,0,0,160,false
Normal,manager,6,0,0,1,2,1,0,2,0,3,2,1,0,0,385,true
Normal,manager,6,0,0,1,2,1,0,2,0,3,2,1,0,0,235,false
Crazy,investor,6,2,0,1,0,1,1,1,0,5,1,1,2,1,140,true
Normal,investor,6,2,0,1,0,1,1,1,0,5,1,1,2,1,50,false
Crazy,investor,6,2,0,1,0,1,1,1,0,5,1,1,2,1,35,false
Crazy,manager,6,2,0,1,0,1,1,1,0,5,1,1,2,1,350,true
Normal,manager,6,2,0,1,0,1,1,1,0,5,1,1,2,1,260,false
HighRoller,manager,6,2,0,1,0,1,1,1,0,5,1,1,2,1,335,false
Crazy,investor,6,1,0,0,2,0,1,1,1,7,0,3,1,3,40,true
SafeBetter,investor,6,1,0,0,2,0,1,1,1,7,0,3,1,3,40,true
SafeBetter,investor,6,1,0,0,2,0,1,1,1,7,0,3,1,3,40,true
SafeBetter,manager,6,1,0,0,2,0,1,1,1,7,0,3,1,3,180,true
Normal,manager,6,1,0,0,2,0,1,1,1,7,0,3,1,3,180,true
HighRoller,manager,6,1,0,0,2,0,1,1,1,7,0,3,1,3,180,true
HighRoller,investor,6,0,2,0,1,0,1,1,1,4,3,1,0,0,595,true
HighRoller,investor,6,0,2,0,1,0,1,1,1,4,3,1,0,0,480,false
SafeBetter,investor,6,0,2,0,1,0,1,1,1,4,3,1,0,0,545,false
HighRoller,manager,6,0,2,0,1,0,1,1,1,4,3,1,0,0,510,true
Normal,manager,6,0,2,0,1,0,1,1,1,4,3,1,0,0,210,false
SafeBetter,manager,6,0,2,0,1,0,1,1,1,4,3,1,0,0,210,false
SafeBetter,investor,6,1,1,0,1,3,0,0,0,10,3,3,3,1,325,false
Crazy,investor,6,1,1,0,1,3,0,0,0,10,3,3,3,1,430,true
HighRoller,investor,6,1,1,0,1,3,0,0,0,10,3,3,3,1,315,false
Crazy,manager,6,1,1,0,1,3,0,0,0,10,3,3,3,1,555,false
Crazy,manager,6,1,1,0,1,3,0,0,0,10,3,3,3,1,570,true
Crazy,manager,6,1,1,0,1,3,0,0,0,10,3,3,3,1,405,false
Crazy,investor,6,2,0,1,0,0,2,0,1,6,2,1,1,2,120,false
Crazy,investor,6,2,0,1,0,0,2,0,1,6,2,1,1,2,245,true
Normal,investor,6,2,0,1,0,0,2,0,1,6,2,1,1,2,5,false
SafeBetter,manager,6,2,0,1,0,0,2,0,1,6,2,1,1,2,160,false
HighRoller,manager,6,2,0,1,0,0,2,0,1,6,2,1,1,2,310,true
HighRoller,manager,6,2,0,1,0,0,2,0,1,6,2,1,1,2,160,false
Normal,investor,6,0,0,2,1,0,1,2,0,6,3,0,0,3,165,false
SafeBetter,investor,6,0,0,2,1,0,1,2,0,6,3,0,0,3,420,true
Normal,investor,6,0,0,2,1,0,1,2,0,6,3,0,0,3,145,false
Normal,manager,6,0,0,2,1,0,1,2,0,6,3,0,0,3,420,true
Normal,manager,6,0,0,2,1,0,1,2,0,6,3,0,0,3,240,false
HighRoller,manager,6,0,0,2,1,0,1,2,0,6,3,0,0,3,390,false
Crazy,investor,6,1,0,1,1,1,1,1,0,4,0,1,1,2,260,true
SafeBetter,investor,6,1,0,1,1,1,1,1,0,4,0,1,1,2,30,false
Normal,investor,6,1,0,1,1,1,1,1,0,4,0,1,1,2,30,false
Normal,manager,6,1,0,1,1,1,1,1,0,4,0,1,1,2,315,true
Crazy,manager,6,1,0,1,1,1,1,1,0,4,0,1,1,2,225,false
HighRoller,manager,6,1,0,1,1,1,1,1,0,4,0,1,1,2,300,false
Crazy,investor,6,2,1,0,0,2,1,0,0,7,3,1,2,1,120,true
HighRoller,investor,6,2,1,0,0,2,1,0,0,7,3,1,2,1,10,false
Crazy,investor,6,2,1,0,0,2,1,0,0,7,3,1,2,1,10,false
Crazy,manager,6,2,1,0,0,2,1,0,0,7,3,1,2,1,90,true
HighRoller,manager,6,2,1,0,0,2,1,0,0,7,3,1,2,1,0,false
Crazy,manager,6,2,1,0,0,2,1,0,0,7,3,1,2,1,90,true
Normal,investor,6,2,0,1,0,1,1,0,1,9,3,2,2,2,185,true
Crazy,investor,6,2,0,1,0,1,1,0,1,9,3,2,2,2,165,false
Crazy,investor,6,2,0,1,0,1,1,0,1,9,3,2,2,2,85,false
HighRoller,manager,6,2,0,1,0,1,1,0,1,9,3,2,2,2,270,false
Crazy,manager,6,2,0,1,0,1,1,0,1,9,3,2,2,2,370,false
SafeBetter,manager,6,2,0,1,0,1,1,0,1,9,3,2,2,2,405,true
HighRoller,investor,6,1,1,1,0,0,0,2,1,7,1,0,3,3,-15,false
Crazy,investor,6,1,1,1,0,0,0,2,1,7,1,0,3,3,0,false
Normal,investor,6,1,1,1,0,0,0,2,1,7,1,0,3,3,65,true
Normal,manager,6,1,1,1,0,0,0,2,1,7,1,0,3,3,230,false
Normal,manager,6,1,1,1,0,0,0,2,1,7,1,0,3,3,305,false
SafeBetter,manager,6,1,1,1,0,0,0,2,1,7,1,0,3,3,395,true
Crazy,investor,6,1,1,1,0,0,2,0,1,4,0,3,0,1,525,false
HighRoller,investor,6,1,1,1,0,0,2,0,1,4,0,3,0,1,200,false
Normal,investor,6,1,1,1,0,0,2,0,1,4,0,3,0,1,545,true
SafeBetter,manager,6,1,1,1,0,0,2,0,1,4,0,3,0,1,270,false
HighRoller,manager,6,1,1,1,0,0,2,0,1,4,0,3,0,1,495,true
HighRoller,manager,6,1,1,1,0,0,2,0,1,4,0,3,0,1,345,false
Normal,investor,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
HighRoller,investor,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
HighRoller,investor,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
Crazy,manager,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
Normal,manager,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
HighRoller,manager,6,0,2,1,0,1,1,1,0,4,2,0,2,0,150,true
SafeBetter,investor,6,0,1,1,1,1,0,0,2,7,0,1,3,3,150,false
Normal,investor,6,0,1,1,1,1,0,0,2,7,0,1,3,3,215,true
HighRoller,investor,6,0,1,1,1,1,0,0,2,7,0,1,3,3,-70,false
SafeBetter,manager,6,0,1,1,1,1,0,0,2,7,0,1,3,3,225,true
SafeBetter,manager,6,0,1,1,1,1,0,0,2,7,0,1,3,3,210,false
Crazy,manager,6,0,1,1,1,1,0,0,2,7,0,1,3,3,210,false
HighRoller,investor,6,0,1,1,1,0,2,1,0,5,3,1,0,1,-70,false
Normal,investor,6,0,1,1,1,0,2,1,0,5,3,1,0,1,340,true
SafeBetter,investor,6,0,1,1,1,0,2,1,0,5,3,1,0,1,290,false
HighRoller,manager,6,0,1,1,1,0,2,1,0,5,3,1,0,1,450,true
HighRoller,manager,6,0,1,1,1,0,2,1,0,5,3,1,0,1,450,true
Normal,manager,6,0,1,1,1,0,2,1,0,5,3,1,0,1,300,false
Crazy,investor,6,1,0,1,1,1,1,0,1,6,1,2,1,2,370,true
SafeBetter,investor,6,1,0,1,1,1,1,0,1,6,1,2,1,2,325,false
Normal,investor,6,1,0,1,1,1,1,0,1,6,1,2,1,2,340,false
SafeBetter,manager,6,1,0,1,1,1,1,0,1,6,1,2,1,2,425,false
HighRoller,manager,6,1,0,1,1,1,1,0,1,6,1,2,1,2,725,true
Crazy,manager,6,1,0,1,1,1,1,0,1,6,1,2,1,2,425,false
Normal,investor,6,0,0,3,0,0,1,0,2,6,1,1,2,2,70,true
Normal,investor,6,0,0,3,0,0,1,0,2,6,1,1,2,2,70,true
Normal,investor,6,0,0,3,0,0,1,0,2,6,1,1,2,2,70,true
HighRoller,manager,6,0,0,3,0,0,1,0,2,6,1,1,2,2,210,true
SafeBetter,manager,6,0,0,3,0,0,1,0,2,6,1,1,2,2,210,true
SafeBetter,manager,6,0,0,3,0,0,1,0,2,6,1,1,2,2,210,true
Crazy,investor,6,1,1,1,0,1,2,0,0,7,1,2,3,1,65,false
Normal,investor,6,1,1,1,0,1,2,0,0,7,1,2,3,1,50,false
HighRoller,investor,6,1,1,1,0,1,2,0,0,7,1,2,3,1,110,true
Crazy,manager,6,1,1,1,0,1,2,0,0,7,1,2,3,1,90,false
HighRoller,manager,6,1,1,1,0,1,2,0,0,7,1,2,3,1,245,true
HighRoller,manager,6,1,1,1,0,1,2,0,0,7,1,2,3,1,170,false
SafeBetter,investor,6,1,1,0,1,0,2,1,0,6,0,2,1,3,305,false
Crazy,investor,6,1,1,0,1,0,2,1,0,6,0,2,1,3,400,true
HighRoller,investor,6,1,1,0,1,0,2,1,0,6,0,2,1,3,20,false
Normal,manager,6,1,1,0,1,0,2,1,0,6,0,2,1,3,120,false
HighRoller,manager,6,1,1,0,1,0,2,1,0,6,0,2,1,3,375,true
HighRoller,manager,6,1,1,0,1,0,2,1,0,6,0,2,1,3,270,false
Crazy,investor,6,1,0,1,1,0,1,0,2,5,0,0,3,2,200,false
Normal,investor,6,1,0,1,1,0,1,0,2,5,0,0,3,2,215,true
SafeBetter,investor,6,1,0,1,1,0,1,0,2,5,0,0,3,2,215,true
SafeBetter,manager,6,1,0,1,1,0,1,0,2,5,0,0,3,2,315,true
HighRoller,manager,6,1,0,1,1,0,1,0,2,5,0,0,3,2,300,false
SafeBetter,manager,6,1,0,1,1,0,1,0,2,5,0,0,3,2,315,true
Crazy,investor,6,2,0,0,1,1,0,1,1,7,2,3,1,1,325,false
SafeBetter,investor,6,2,0,0,1,1,0,1,1,7,2,3,1,1,480,true
Crazy,investor,6,2,0,0,1,1,0,1,1,7,2,3,1,1,-10,false
Normal,manager,6,2,0,0,1,1,0,1,1,7,2,3,1,1,445,false
SafeBetter,manager,6,2,0,0,1,1,0,1,1,7,2,3,1,1,445,false
Crazy,manager,6,2,0,0,1,1,0,1,1,7,2,3,1,1,745,true
SafeBetter,investor,6,1,1,0,1,0,1,1,1,4,0,2,1,1,240,false
Crazy,investor,6,1,1,0,1,0,1,1,1,4,0,2,1,1,350,true
HighRoller,investor,6,1,1,0,1,0,1,1,1,4,0,2,1,1,175,false
Normal,manager,6,1,1,0,1,0,1,1,1,4,0,2,1,1,285,false
HighRoller,manager,6,1,1,0,1,0,1,1,1,4,0,2,1,1,345,true
SafeBetter,manager,6,1,1,0,1,0,1,1,1,4,0,2,1,1,285,false
Normal,investor,6,0,0,3,0,2,0,0,1,9,2,3,2,2,120,true
Normal,investor,6,0,0,3,0,2,0,0,1,9,2,3,2,2,95,false
Normal,investor,6,0,0,3,0,2,0,0,1,9,2,3,2,2,120,true
SafeBetter,manager,6,0,0,3,0,2,0,0,1,9,2,3,2,2,420,true
Crazy,manager,6,0,0,3,0,2,0,0,1,9,2,3,2,2,405,false
Crazy,manager,6,0,0,3,0,2,0,0,1,9,2,3,2,2,420,true
Normal,investor,6,1,0,1,1,0,1,1,1,6,3,1,2,0,75,false
SafeBetter,investor,6,1,0,1,1,0,1,1,1,6,3,1,2,0,180,false
Crazy,investor,6,1,0,1,1,0,1,1,1,6,3,1,2,0,285,true
Normal,manager,6,1,0,1,1,0,1,1,1,6,3,1,2,0,360,false
HighRoller,manager,6,1,0,1,1,0,1,1,1,6,3,1,2,0,660,true
SafeBetter,manager,6,1,0,1,1,0,1,1,1,6,3,1,2,0,360,false
Crazy,investor,6,1,1,1,0,0,0,1,2,7,0,3,1,3,355,true
HighRoller,investor,6,1,1,1,0,0,0,1,2,7,0,3,1,3,160,false
Normal,investor,6,1,1,1,0,0,0,1,2,7,0,3,1,3,355,true
SafeBetter,manager,6,1,1,1,0,0,0,1,2,7,0,3,1,3,255,false
SafeBetter,manager,6,1,1,1,0,0,0,1,2,7,0,3,1,3,270,false
Normal,manager,6,1,1,1,0,0,0,1,2,7,0,3,1,3,345,true
HighRoller,investor,6,0,1,1,1,1,0,1,1,9,2,1,3,3,-70,false
Normal,investor,6,0,1,1,1,1,0,1,1,9,2,1,3,3,355,true
SafeBetter,investor,6,0,1,1,1,1,0,1,1,9,2,1,3,3,340,false
SafeBetter,manager,6,0,1,1,1,1,0,1,1,9,2,1,3,3,465,true
Normal,manager,6,0,1,1,1,1,0,1,1,9,2,1,3,3,235,false
Crazy,manager,6,0,1,1,1,1,0,1,1,9,2,1,3,3,385,false
HighRoller,investor,6,0,1,0,2,0,2,0,1,5,0,0,3,2,-30,true
SafeBetter,investor,6,0,1,0,2,0,2,0,1,5,0,0,3,2,-30,true
SafeBetter,investor,6,0,1,0,2,0,2,0,1,5,0,0,3,2,-30,true
HighRoller,manager,6,0,1,0,2,0,2,0,1,5,0,0,3,2,315,false
HighRoller,manager,6,0,1,0,2,0,2,0,1,5,0,0,3,2,390,true
SafeBetter,manager,6,0,1,0,2,0,2,0,1,5,0,0,3,2,315,false
SafeBetter,investor,6,1,0,1,1,1,0,1,1,2,0,1,0,1,230,true
Crazy,investor,6,1,0,1,1,1,0,1,1,2,0,1,0,1,120,false
Normal,investor,6,1,0,1,1,1,0,1,1,2,0,1,0,1,210,false
Normal,manager,6,1,0,1,1,1,0,1,1,2,0,1,0,1,450,true
SafeBetter,manager,6,1,0,1,1,1,0,1,1,2,0,1,0,1,150,false
Crazy,manager,6,1,0,1,1,1,0,1,1,2,0,1,0,1,150,false
SafeBetter,investor,6,0,1,1,1,0,1,1,1,4,1,1,0,2,95,false
HighRoller,investor,6,0,1,1,1,0,1,1,1,4,1,1,0,2,30,false
Normal,investor,6,0,1,1,1,0,1,1,1,4,1,1,0,2,315,true
Normal,manager,6,0,1,1,1,0,1,1,1,4,1,1,0,2,290,false
SafeBetter,manager,6,0,1,1,1,0,1,1,1,4,1,1,0,2,290,false
HighRoller,manager,6,0,1,1,1,0,1,1,1,4,1,1,0,2,590,true
Crazy,investor,6,1,0,1,1,0,0,2,1,8,2,1,2,3,280,true
Normal,investor,6,1,0,1,1,0,0,2,1,8,2,1,2,3,55,false
SafeBetter,investor,6,1,0,1,1,0,0,2,1,8,2,1,2,3,50,false
SafeBetter,manager,6,1,0,1,1,0,0,2,1,8,2,1,2,3,310,true
Normal,manager,6,1,0,1,1,0,0,2,1,8,2,1,2,3,235,false
Normal,manager,6,1,0,1,1,0,0,2,1,8,2,1,2,3,160,false
SafeBetter,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,320,true
Normal,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,320,true
Crazy,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,280,false
HighRoller,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,335,true
Normal,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,335,true
Crazy,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,260,false
Normal,investor,6,0,1,2,0,1,0,2,0,3,1,0,1,1,410,false
HighRoller,investor,6,0,1,2,0,1,0,2,0,3,1,0,1,1,40,false
Normal,investor,6,0,1,2,0,1,0,2,0,3,1,0,1,1,425,true
Normal,manager,6,0,1,2,0,1,0,2,0,3,1,0,1,1,390,true
Crazy,manager,6,0,1,2,0,1,0,2,0,3,1,0,1,1,165,false
Normal,manager,6,0,1,2,0,1,0,2,0,3,1,0,1,1,240,false
HighRoller,investor,6,0,1,1,1,2,1,0,0,8,2,2,3,1,220,false
Normal,investor,6,0,1,1,1,2,1,0,0,8,2,2,3,1,220,false
SafeBetter,investor,6,0,1,1,1,2,1,0,0,8,2,2,3,1,350,true
HighRoller,manager,6,0,1,1,1,2,1,0,0,8,2,2,3,1,460,true
Crazy,manager,6,0,1,1,1,2,1,0,0,8,2,2,3,1,335,false
Crazy,manager,6,0,1,1,1,2,1,0,0,8,2,2,3,1,385,false
SafeBetter,investor,6,0,1,1,1,2,0,0,1,8,3,2,0,3,245,false
HighRoller,investor,6,0,1,1,1,2,0,0,1,8,3,2,0,3,150,false
Normal,investor,6,0,1,1,1,2,0,0,1,8,3,2,0,3,260,true
SafeBetter,manager,6,0,1,1,1,2,0,0,1,8,3,2,0,3,435,false
Crazy,manager,6,0,1,1,1,2,0,0,1,8,3,2,0,3,390,false
Crazy,manager,6,0,1,1,1,2,0,0,1,8,3,2,0,3,490,true
Normal,investor,6,0,0,3,0,2,0,1,0,4,0,1,3,0,95,false
Normal,investor,6,0,0,3,0,2,0,1,0,4,0,1,3,0,170,true
Normal,investor,6,0,0,3,0,2,0,1,0,4,0,1,3,0,170,true
Crazy,manager,6,0,0,3,0,2,0,1,0,4,0,1,3,0,285,false
Normal,manager,6,0,0,3,0,2,0,1,0,4,0,1,3,0,585,true
Crazy,manager,6,0,0,3,0,2,0,1,0,4,0,1,3,0,285,false
HighRoller,investor,6,1,2,0,0,2,0,1,0,4,1,0,0,3,-10,false
HighRoller,investor,6,1,2,0,0,2,0,1,0,4,1,0,0,3,5,false
Crazy,investor,6,1,2,0,0,2,0,1,0,4,1,0,0,3,360,true
Normal,manager,6,1,2,0,0,2,0,1,0,4,1,0,0,3,230,false
Crazy,manager,6,1,2,0,0,2,0,1,0,4,1,0,0,3,305,true
Crazy,manager,6,1,2,0,0,2,0,1,0,4,1,0,0,3,140,false
SafeBetter,investor,6,0,0,1,2,0,3,0,0,6,1,1,2,2,115,true
SafeBetter,investor,6,0,0,1,2,0,3,0,0,6,1,1,2,2,50,false
Normal,investor,6,0,0,1,2,0,3,0,0,6,1,1,2,2,105,false
HighRoller,manager,6,0,0,1,2,0,3,0,0,6,1,1,2,2,590,true
HighRoller,manager,6,0,0,1,2,0,3,0,0,6,1,1,2,2,515,false
HighRoller,manager,6,0,0,1,2,0,3,0,0,6,1,1,2,2,515,false
HighRoller,investor,6,1,2,0,0,0,0,1,2,4,3,0,0,1,165,true
Crazy,investor,6,1,2,0,0,0,0,1,2,4,3,0,0,1,160,false
HighRoller,investor,6,1,2,0,0,0,0,1,2,4,3,0,0,1,165,true
SafeBetter,manager,6,1,2,0,0,0,0,1,2,4,3,0,0,1,190,false
SafeBetter,manager,6,1,2,0,0,0,0,1,2,4,3,0,0,1,90,false
Normal,manager,6,1,2,0,0,0,0,1,2,4,3,0,0,1,240,true
Crazy,investor,6,1,0,0,2,0,2,0,1,4,3,1,0,0,345,true
SafeBetter,investor,6,1,0,0,2,0,2,0,1,4,3,1,0,0,310,false
SafeBetter,investor,6,1,0,0,2,0,2,0,1,4,3,1,0,0,345,true
SafeBetter,manager,6,1,0,0,2,0,2,0,1,4,3,1,0,0,210,false
HighRoller,manager,6,1,0,0,2,0,2,0,1,4,3,1,0,0,360,true
HighRoller,manager,6,1,0,0,2,0,2,0,1,4,3,1,0,0,360,true
Crazy,investor,6,1,0,0,2,0,1,2,0,6,2,0,3,1,120,false
SafeBetter,investor,6,1,0,0,2,0,1,2,0,6,2,0,3,1,60,false
SafeBetter,investor,6,1,0,0,2,0,1,2,0,6,2,0,3,1,165,true
HighRoller,manager,6,1,0,0,2,0,1,2,0,6,2,0,3,1,325,true
Normal,manager,6,1,0,0,2,0,1,2,0,6,2,0,3,1,325,true
Normal,manager,6,1,0,0,2,0,1,2,0,6,2,0,3,1,175,false
SafeBetter,investor,6,0,0,2,1,0,1,0,2,9,3,2,3,1,230,false
Normal,investor,6,0,0,2,1,0,1,0,2,9,3,2,3,1,540,false
Normal,investor,6,0,0,2,1,0,1,0,2,9,3,2,3,1,635,true
SafeBetter,manager,6,0,0,2,1,0,1,0,2,9,3,2,3,1,585,false
SafeBetter,manager,6,0,0,2,1,0,1,0,2,9,3,2,3,1,535,false
HighRoller,manager,6,0,0,2,1,0,1,0,2,9,3,2,3,1,795,true
SafeBetter,investor,6,0,0,1,2,1,0,1,1,7,1,1,2,3,255,false
Normal,investor,6,0,0,1,2,1,0,1,1,7,1,1,2,3,315,false
SafeBetter,investor,6,0,0,1,2,1,0,1,1,7,1,1,2,3,440,true
Crazy,manager,6,0,0,1,2,1,0,1,1,7,1,1,2,3,650,true
SafeBetter,manager,6,0,0,1,2,1,0,1,1,7,1,1,2,3,530,false
Normal,manager,6,0,0,1,2,1,0,1,1,7,1,1,2,3,530,false
Normal,investor,6,0,0,1,2,0,2,0,1,3,0,1,2,0,205,true
SafeBetter,investor,6,0,0,1,2,0,2,0,1,3,0,1,2,0,205,true
SafeBetter,investor,6,0,0,1,2,0,2,0,1,3,0,1,2,0,130,false
SafeBetter,manager,6,0,0,1,2,0,2,0,1,3,0,1,2,0,210,false
HighRoller,manager,6,0,0,1,2,0,2,0,1,3,0,1,2,0,360,true
HighRoller,manager,6,0,0,1,2,0,2,0,1,3,0,1,2,0,360,true
Crazy,investor,6,2,0,0,1,0,0,1,2,6,0,3,3,0,360,true
SafeBetter,investor,6,2,0,0,1,0,0,1,2,6,0,3,3,0,345,false
Crazy,investor,6,2,0,0,1,0,0,1,2,6,0,3,3,0,120,false
Normal,manager,6,2,0,0,1,0,0,1,2,6,0,3,3,0,180,false
SafeBetter,manager,6,2,0,0,1,0,0,1,2,6,0,3,3,0,180,false
SafeBetter,manager,6,2,0,0,1,0,0,1,2,6,0,3,3,0,255,true
Normal,investor,6,1,0,1,1,2,0,0,1,4,2,0,1,1,270,false
SafeBetter,investor,6,1,0,1,1,2,0,0,1,4,2,0,1,1,495,false
Crazy,investor,6,1,0,1,1,2,0,0,1,4,2,0,1,1,570,true
Crazy,manager,6,1,0,1,1,2,0,0,1,4,2,0,1,1,265,false
SafeBetter,manager,6,1,0,1,1,2,0,0,1,4,2,0,1,1,265,false
Crazy,manager,6,1,0,1,1,2,0,0,1,4,2,0,1,1,565,true
HighRoller,investor,6,0,2,0,1,2,0,1,0,8,2,2,3,1,140,false
HighRoller,investor,6,0,2,0,1,2,0,1,0,8,2,2,3,1,135,false
SafeBetter,investor,6,0,2,0,1,2,0,1,0,8,2,2,3,1,235,true
Crazy,manager,6,0,2,0,1,2,0,1,0,8,2,2,3,1,290,false
Normal,manager,6,0,2,0,1,2,0,1,0,8,2,2,3,1,325,false
Crazy,manager,6,0,2,0,1,2,0,1,0,8,2,2,3,1,385,true
HighRoller,investor,6,0,1,0,2,0,0,1,2,4,0,2,1,1,345,true
SafeBetter,investor,6,0,1,0,2,0,0,1,2,4,0,2,1,1,70,false
SafeBetter,investor,6,0,1,0,2,0,0,1,2,4,0,2,1,1,70,false
Normal,manager,6,0,1,0,2,0,0,1,2,4,0,2,1,1,360,true
SafeBetter,manager,6,0,1,0,2,0,0,1,2,4,0,2,1,1,285,false
SafeBetter,manager,6,0,1,0,2,0,0,1,2,4,0,2,1,1,210,false
Normal,investor,6,0,1,2,0,1,2,0,0,6,3,1,2,0,105,true
HighRoller,investor,6,0,1,2,0,1,2,0,0,6,3,1,2,0,100,false
Normal,investor,6,0,1,2,0,1,2,0,0,6,3,1,2,0,20,false
HighRoller,manager,6,0,1,2,0,1,2,0,0,6,3,1,2,0,135,true
HighRoller,manager,6,0,1,2,0,1,2,0,0,6,3,1,2,0,135,true
Crazy,manager,6,0,1,2,0,1,2,0,0,6,3,1,2,0,135,true
SafeBetter,investor,6,0,0,1,2,1,0,1,1,8,3,1,1,3,75,false
Normal,investor,6,0,0,1,2,1,0,1,1,8,3,1,1,3,165,true
SafeBetter,investor,6,0,0,1,2,1,0,1,1,8,3,1,1,3,145,false
SafeBetter,manager,6,0,0,1,2,1,0,1,1,8,3,1,1,3,465,false
Crazy,manager,6,0,0,1,2,1,0,1,1,8,3,1,1,3,465,false
Normal,manager,6,0,0,1,2,1,0,1,1,8,3,1,1,3,585,true
SafeBetter,investor,6,1,1,0,1,2,1,0,0,7,1,3,3,0,550,true
HighRoller,investor,6,1,1,0,1,2,1,0,0,7,1,3,3,0,325,false
Crazy,investor,6,1,1,0,1,2,1,0,0,7,1,3,3,0,220,false
Crazy,manager,6,1,1,0,1,2,1,0,0,7,1,3,3,0,455,true
Crazy,manager,6,1,1,0,1,2,1,0,0,7,1,3,3,0,185,false
HighRoller,manager,6,1,1,0,1,2,1,0,0,7,1,3,3,0,395,false
SafeBetter,investor,6,0,2,0,1,0,1,2,0,7,3,3,0,1,360,true
HighRoller,investor,6,0,2,0,1,0,1,2,0,7,3,3,0,1,200,false
HighRoller,investor,6,0,2,0,1,0,1,2,0,7,3,3,0,1,30,false
Normal,manager,6,0,2,0,1,0,1,2,0,7,3,3,0,1,420,true
Normal,manager,6,0,2,0,1,0,1,2,0,7,3,3,0,1,420,true
HighRoller,manager,6,0,2,0,1,0,1,2,0,7,3,3,0,1,390,false
Normal,investor,6,2,0,1,0,0,1,2,0,10,3,2,3,2,175,false
Crazy,investor,6,2,0,1,0,0,1,2,0,10,3,2,3,2,-20,false
Crazy,investor,6,2,0,1,0,0,1,2,0,10,3,2,3,2,310,true
Normal,manager,6,2,0,1,0,0,1,2,0,10,3,2,3,2,425,true
Normal,manager,6,2,0,1,0,0,1,2,0,10,3,2,3,2,360,false
HighRoller,manager,6,2,0,1,0,0,1,2,0,10,3,2,3,2,270,false
HighRoller,investor,6,0,1,1,1,0,0,0,3,8,2,1,3,2,-55,false
Normal,investor,6,0,1,1,1,0,0,0,3,8,2,1,3,2,90,false
SafeBetter,investor,6,0,1,1,1,0,0,0,3,8,2,1,3,2,140,true
SafeBetter,manager,6,0,1,1,1,0,0,0,3,8,2,1,3,2,400,false
SafeBetter,manager,6,0,1,1,1,0,0,0,3,8,2,1,3,2,415,true
SafeBetter,manager,6,0,1,1,1,0,0,0,3,8,2,1,3,2,340,false
HighRoller,investor,6,0,2,1,0,1,1,1,0,7,3,0,3,1,-10,false
HighRoller,investor,6,0,2,1,0,1,1,1,0,7,3,0,3,1,-10,false
Normal,investor,6,0,2,1,0,1,1,1,0,7,3,0,3,1,30,true
Crazy,manager,6,0,2,1,0,1,1,1,0,7,3,0,3,1,240,true
HighRoller,manager,6,0,2,1,0,1,1,1,0,7,3,0,3,1,225,false
Normal,manager,6,0,2,1,0,1,1,1,0,7,3,0,3,1,165,false
HighRoller,investor,6,0,3,0,0,3,0,0,0,5,0,3,1,1,-40,true
HighRoller,investor,6,0,3,0,0,3,0,0,0,5,0,3,1,1,-40,true
HighRoller,investor,6,0,3,0,0,3,0,0,0,5,0,3,1,1,-40,true
Crazy,manager,6,0,3,0,0,3,0,0,0,5,0,3,1,1,90,true
Crazy,manager,6,0,3,0,0,3,0,0,0,5,0,3,1,1,90,true
Crazy,manager,6,0,3,0,0,3,0,0,0,5,0,3,1,1,90,true
Crazy,investor,6,2,0,1,0,1,0,2,0,6,3,0,3,0,290,true
Normal,investor,6,2,0,1,0,1,0,2,0,6,3,0,3,0,-10,false
Crazy,investor,6,2,0,1,0,1,0,2,0,6,3,0,3,0,120,false
Crazy,manager,6,2,0,1,0,1,0,2,0,6,3,0,3,0,175,false
Normal,manager,6,2,0,1,0,1,0,2,0,6,3,0,3,0,150,false
Normal,manager,6,2,0,1,0,1,0,2,0,6,3,0,3,0,225,true
HighRoller,investor,6,1,1,1,0,0,2,0,1,3,0,0,2,1,130,true
Normal,investor,6,1,1,1,0,0,2,0,1,3,0,0,2,1,30,false
Crazy,investor,6,1,1,1,0,0,2,0,1,3,0,0,2,1,120,false
HighRoller,manager,6,1,1,1,0,0,2,0,1,3,0,0,2,1,240,false
HighRoller,manager,6,1,1,1,0,0,2,0,1,3,0,0,2,1,315,true
SafeBetter,manager,6,1,1,1,0,0,2,0,1,3,0,0,2,1,75,false
Normal,investor,6,0,0,2,1,1,1,1,0,8,3,2,1,2,470,false
